,property_type,area_m2,price_usd,lat,lon,state
3038,house,Rio Grande do Sul,South,-30.117748,-51.250511,$250.00
3039,apartment,Rio Grande do Sul,South,-30.060946,-51.166382,$66.00
3040,apartment,Rio Grande do Sul,South,-30.098661,-51.245811,$64.00
3041,apartment,Rio Grande do Sul,South,-30.0402509,-51.2148942,$75.00
3042,house,Rio Grande do Sul,South,-30.1589829,-51.1813661,$128.00
3043,house,Rio Grande do Sul,South,-30.161753,-51.161156,$240.00
3044,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,$106.00
3045,apartment,Rio Grande do Sul,South,-30.05497981,-51.22246742,$104.00
3046,apartment,Rio Grande do Sul,South,-30.031057,-51.154961,
3047,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,$136.00
3048,house,Rio Grande do Sul,South,-29.9948421,-51.1299642,$189.00
3049,apartment,Rio Grande do Sul,South,-29.14515315,-51.52896088,$145.00
3050,apartment,Rio Grande do Sul,South,-30.031038,-51.217381,$90.00
3051,house,Rio Grande do Sul,South,-30.161716,-51.202991,$106.00
3052,apartment,Rio Grande do Sul,South,-29.981264,-51.185822,$62.00
3053,house,Rio Grande do Sul,South,-29.917282,-51.161156,$177.00
3054,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,$96.00
3055,apartment,Rio Grande do Sul,South,-30.03764,-51.189133,$82.00
3056,house,Rio Grande do Sul,South,-30.1544445,-51.170021,$116.00
3057,house,Rio Grande do Sul,South,-30.033369,-51.159775,$134.00
3058,house,Rio Grande do Sul,South,-30.128674,-51.234386,$230.00
3059,apartment,Rio Grande do Sul,South,-29.185087,-51.229252,$115.00
3060,apartment,Rio Grande do Sul,South,-30.046061,-51.225681,$65.00
3061,apartment,Rio Grande do Sul,South,-29.6810594,-53.8179978,
3062,apartment,Rio Grande do Sul,South,-29.7050721,-53.8160066,$57.00
3063,apartment,Rio Grande do Sul,South,-29.695071,-53.810287,$112.00
3064,apartment,Rio Grande do Sul,South,-29.6839516,-53.7926416,$180.00
3065,house,Rio Grande do Sul,South,-30.1589829,-51.1813661,$73.00
3066,apartment,Rio Grande do Sul,South,-29.70497906,-53.71831038,$70.00
3067,apartment,Rio Grande do Sul,South,-29.33172412,-49.72454993,$147.00
3068,apartment,Rio Grande do Sul,South,-29.152563,-51.17152,$139.00
3069,apartment,Rio Grande do Sul,South,-30.0532712,-51.1625581,$65.00
3070,apartment,Rio Grande do Sul,South,-30.043938,-51.191223,
3071,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,
3072,apartment,Rio Grande do Sul,South,-30.022408,-51.182068,$162.00
3073,apartment,Rio Grande do Sul,South,-30.048101,-51.171612,$70.00
3074,apartment,Rio Grande do Sul,South,-30.01619,-51.192261,$71.00
3075,apartment,Rio Grande do Sul,South,-30.104843,-51.248154,$62.00
3076,house,Rio Grande do Sul,South,-29.70775368,-53.72921706,$132.00
3077,house,Rio Grande do Sul,South,-30.1530607,-51.1722469,$163.00
3078,house,Rio Grande do Sul,South,-30.140226,-51.211555,
3079,apartment,Rio Grande do Sul,South,-30.050968,-51.202202,$84.00
3080,apartment,Rio Grande do Sul,South,-30.034859,-51.144165,
3081,house,Rio Grande do Sul,South,-30.1593298,-51.2258451,
3082,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,$148.00
3083,apartment,Rio Grande do Sul,South,-30.102453,-51.244743,
3084,apartment,Rio Grande do Sul,South,-30.039728,-51.18372,$87.00
3085,apartment,Rio Grande do Sul,South,-30.045778,-51.171303,$127.00
3086,apartment,Rio Grande do Sul,South,-29.6997659,-53.8143808,$122.00
3087,apartment,Rio Grande do Sul,South,-30.029697,-51.202991,$53.00
3088,apartment,Rio Grande do Sul,South,-30.102926,-51.242554,$70.00
3089,house,Rio Grande do Sul,South,-30.029264,-51.191223,
3090,apartment,Rio Grande do Sul,South,-30.046034,-51.141762,$68.00
3091,apartment,Rio Grande do Sul,South,-29.68615195,-53.8035846,
3092,house,Rio Grande do Sul,South,-30.128674,-51.234386,$228.00
3093,apartment,Rio Grande do Sul,South,-30.049839,-51.218689,$184.00
3094,apartment,Rio Grande do Sul,South,-30.033369,-51.159775,$114.00
3095,house,Rio Grande do Sul,South,-30.11075,-51.244957,$195.00
3096,house,Rio Grande do Sul,South,-30.081381,-51.205845,$112.00
3097,apartment,Rio Grande do Sul,South,-30.025932,-51.197933,$120.00
3098,apartment,Rio Grande do Sul,South,-29.33136,-49.803558,$110.00
3099,apartment,Rio Grande do Sul,South,-29.6873064,-53.8154769,
3100,apartment,Rio Grande do Sul,South,-29.680191,-53.8090266,$75.00
3101,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,$101.00
3102,house,Rio Grande do Sul,South,-29.89617,-51.163769,
3103,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,$74.00
3104,house,Rio Grande do Sul,South,-29.912743,-50.994072,$94.00
3105,apartment,Rio Grande do Sul,South,-30.067726,-51.217381,$108.00
3106,house,Rio Grande do Sul,South,-30.028967,-51.151142,$118.00
3107,apartment,Rio Grande do Sul,South,-30.018824,-51.169468,$68.00
3108,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,$97.00
3109,apartment,Rio Grande do Sul,South,-30.057297,-51.155926,$198.00
3110,apartment,Rio Grande do Sul,South,-30.005791,-51.160793,$98.00
3111,house,Rio Grande do Sul,South,-30.130671,-51.22604,$169.00
3112,apartment,Rio Grande do Sul,South,-30.031719,-51.207718,
3113,apartment,Rio Grande do Sul,South,-29.68940845,-53.80844276,$66.00
3114,apartment,Rio Grande do Sul,South,-30.048101,-51.171612,$62.00
3115,house,Rio Grande do Sul,South,-30.111597,-51.243599,$115.00
3116,apartment,Rio Grande do Sul,South,-30.03253,-51.190845,
3117,apartment,Rio Grande do Sul,South,-29.16709666,-51.50654418,
3118,apartment,Rio Grande do Sul,South,-30.0353388,-51.2000099,$154.00
3119,apartment,Rio Grande do Sul,South,-30.008112,-51.162083,
3120,house,Rio Grande do Sul,South,-30.000748,-51.146332,$144.00
3121,apartment,Rio Grande do Sul,South,-30.044764,-51.205509,$63.00
3122,apartment,Rio Grande do Sul,South,-30.040466,-51.182224,$91.00
3123,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,$127.00
3124,house,Rio Grande do Sul,South,-29.78223893,-51.13539219,$198.00
3125,apartment,Rio Grande do Sul,South,-30.05298,-51.193569,$64.00
3126,apartment,Rio Grande do Sul,South,-30.077038,-51.243752,$120.00
3127,house,Rio Grande do Sul,South,-29.76715274,-51.11616611,$188.00
3128,house,Rio Grande do Sul,South,-30.1445407,-51.2180544,$196.00
3129,apartment,Rio Grande do Sul,South,-29.6923754,-53.8182337,$75.00
3130,apartment,Rio Grande do Sul,South,-30.030844,-51.234386,$59.00
3131,apartment,Rio Grande do Sul,South,-30.104361,-51.252487,$63.00
3132,house,Rio Grande do Sul,South,-30.005852,-51.1311,
3133,apartment,Rio Grande do Sul,South,-30.031057,-51.154961,
3134,apartment,Rio Grande do Sul,South,-30.104361,-51.252487,$64.00
3135,apartment,Rio Grande do Sul,South,-30.034859,-51.144165,$79.00
3136,apartment,Rio Grande do Sul,South,-29.33136,-49.803558,$83.00
3137,apartment,Rio Grande do Sul,South,-30.056164,-51.191223,$62.00
3138,apartment,Rio Grande do Sul,South,-29.7063704,-53.7222111,$71.00
3139,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,$68.00
3140,apartment,Rio Grande do Sul,South,-30.03809,-51.20953,$82.00
3141,apartment,Rio Grande do Sul,South,-30.03689,-51.199066,$66.00
3142,apartment,Rio Grande do Sul,South,-30.043938,-51.191223,$74.00
3143,apartment,Rio Grande do Sul,South,-29.9154822,-51.182234,$187.00
3144,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,$133.00
3145,apartment,Rio Grande do Sul,South,-29.683152,-53.8145169,$56.00
3146,house,Rio Grande do Sul,South,-30.052778,-51.207214,$119.00
3147,house,Rio Grande do Sul,South,-29.7046143,-53.7253309,$230.00
3148,apartment,Rio Grande do Sul,South,-30.072315,-51.196423,$231.00
3149,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,$78.00
3150,apartment,Rio Grande do Sul,South,-29.6863403,-53.82032792,$78.00
3151,apartment,Rio Grande do Sul,South,-30.098846,-51.240437,$86.00
3152,apartment,Rio Grande do Sul,South,-29.6879273,-53.7993577,$82.00
3153,house,Rio Grande do Sul,South,-30.088015,-51.237003,$118.00
3154,apartment,Rio Grande do Sul,South,-30.070765,-51.163197,$53.00
3155,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,$79.00
3156,apartment,Rio Grande do Sul,South,-29.33169569,-49.72262473,$90.00
3157,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,$86.00
3158,apartment,Rio Grande do Sul,South,-30.064632,-51.231522,$82.00
3159,apartment,Rio Grande do Sul,South,-30.101278,-51.237732,$60.00
3160,apartment,Rio Grande do Sul,South,-30.0577085,-51.2286281,$120.00
3161,apartment,Rio Grande do Sul,South,-30.03301,-51.231701,
3162,apartment,Rio Grande do Sul,South,-30.080242,-51.225227,$107.00
3163,house,Rio Grande do Sul,South,-30.021929,-51.191223,$179.00
3164,house,Rio Grande do Sul,South,-30.030588,-51.138939,$96.00
3165,apartment,Rio Grande do Sul,South,-30.0941533,-51.2306068,$78.00
3166,house,Rio Grande do Sul,South,-29.680903,-51.1107789,$200.00
3167,house,Rio Grande do Sul,South,-30.05175,-51.182068,
3168,apartment,Rio Grande do Sul,South,-30.05051,-51.188564,$75.00
3169,apartment,Rio Grande do Sul,South,-29.7052783,-53.7238311,$90.00
3170,house,Rio Grande do Sul,South,-29.7507017,-51.0947323,
3171,house,Rio Grande do Sul,South,-30.1490419,-51.2078931,$121.00
3172,apartment,Rio Grande do Sul,South,-30.057297,-51.155926,$69.00
3173,apartment,Rio Grande do Sul,South,-30.034859,-51.144165,$138.00
3174,apartment,Rio Grande do Sul,South,-30.002981,-51.189289,$74.00
3175,apartment,Rio Grande do Sul,South,-30.031057,-51.154961,$70.00
3176,apartment,Rio Grande do Sul,South,-30.005852,-51.1311,$55.00
3177,apartment,Rio Grande do Sul,South,-29.696026,-53.7951505,$159.00
3178,apartment,Rio Grande do Sul,South,-30.019997,-51.170139,$98.00
3179,apartment,Rio Grande do Sul,South,-29.176819,-51.218689,$71.00
3180,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,$103.00
3181,apartment,Rio Grande do Sul,South,-30.056608,-51.167461,$76.00
3182,apartment,Rio Grande do Sul,South,-29.7029367,-53.7162876,$73.00
3183,house,Rio Grande do Sul,South,-30.0721267,-51.0709285,$208.00
3184,apartment,Rio Grande do Sul,South,-30.067726,-51.217381,$141.00
3185,apartment,Rio Grande do Sul,South,-30.03809,-51.20953,$89.00
3186,apartment,Rio Grande do Sul,South,-29.701227,-53.758663,$88.00
3187,apartment,Rio Grande do Sul,South,-30.111597,-51.243599,$88.00
3188,apartment,Rio Grande do Sul,South,-30.029299,-51.223511,
3189,apartment,Rio Grande do Sul,South,-29.7017617,-53.7067419,$125.00
3190,apartment,Rio Grande do Sul,South,-30.031979,-51.233303,$86.00
3191,apartment,Rio Grande do Sul,South,-29.7050498,-53.8159793,$89.00
3192,house,Rio Grande do Sul,South,-29.7728595,-51.1359915,$119.00
3193,apartment,Rio Grande do Sul,South,-30.0517501,-51.1820694,$166.00
3194,house,Rio Grande do Sul,South,-30.080242,-51.225227,$162.00
3195,house,Rio Grande do Sul,South,-30.069269,-51.166512,$68.00
3196,house,Rio Grande do Sul,South,-29.70938843,-53.73288995,$141.00
3197,apartment,Rio Grande do Sul,South,-30.023415,-51.20953,$118.00
3198,apartment,Rio Grande do Sul,South,-30.051926,-51.196819,$65.00
3199,apartment,Rio Grande do Sul,South,-30.029697,-51.202991,$202.00
3200,apartment,Rio Grande do Sul,South,-30.107187,-51.238651,$117.00
3201,apartment,Rio Grande do Sul,South,-30.031719,-51.207718,$63.00
3202,apartment,Rio Grande do Sul,South,-29.7065207,-53.7229695,$62.00
3203,apartment,Rio Grande do Sul,South,-30.0224742,-51.2067382,$163.00
3204,apartment,Rio Grande do Sul,South,-30.03548,-51.191505,$81.00
3205,apartment,Rio Grande do Sul,South,-30.03809,-51.20953,$56.00
3206,apartment,Rio Grande do Sul,South,-30.049242,-51.16972,$73.00
3207,apartment,Rio Grande do Sul,South,-30.032206,-51.227306,$102.00
3208,apartment,Rio Grande do Sul,South,-30.0357806,-51.2228738,
3209,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,
3210,apartment,Rio Grande do Sul,South,-29.981264,-51.185822,$65.00
3211,apartment,Rio Grande do Sul,South,-30.036165,-51.189587,
3212,house,Rio Grande do Sul,South,-29.99995,-51.19146,$147.00
3213,house,Rio Grande do Sul,South,-30.0740578,-51.2160919,$122.00
3214,apartment,Rio Grande do Sul,South,-30.031038,-51.217381,$89.00
3215,apartment,Rio Grande do Sul,South,-29.3348837,-49.7331459,$150.00
3216,apartment,Rio Grande do Sul,South,-29.683651,-53.8176003,$59.00
3217,apartment,Rio Grande do Sul,South,-30.031361,-51.15786,$125.00
3218,apartment,Rio Grande do Sul,South,-30.065382,-51.196617,$62.00
3219,apartment,Rio Grande do Sul,South,-30.128674,-51.234386,$161.00
3220,apartment,Rio Grande do Sul,South,-30.031057,-51.154961,$164.00
3221,house,Rio Grande do Sul,South,-29.7031504,-53.7884548,$95.00
3222,apartment,Rio Grande do Sul,South,-30.03035,-51.191677,
3223,apartment,Rio Grande do Sul,South,-29.973013,-51.124569,
3224,apartment,Rio Grande do Sul,South,-30.056164,-51.191223,$75.00
3225,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,$66.00
3226,house,Rio Grande do Sul,South,-30.0444196,-51.0000194,$70.00
3227,apartment,Rio Grande do Sul,South,-30.067726,-51.217381,$65.00
3228,apartment,Rio Grande do Sul,South,-30.050106,-51.189552,$72.00
3229,house,Rio Grande do Sul,South,-29.7098528,-53.7280093,$132.00
3230,apartment,Rio Grande do Sul,South,-30.0175164,-51.1820694,$116.00
3231,apartment,Rio Grande do Sul,South,-29.76329,-50.0188603,$116.00
3232,apartment,Rio Grande do Sul,South,-30.030844,-51.234386,
3233,house,Rio Grande do Sul,South,-29.6885169,-52.4383884,$206.00
3234,house,Rio Grande do Sul,South,-30.005852,-51.1311,
3235,apartment,Rio Grande do Sul,South,-30.042521,-51.225136,$66.00
3236,apartment,Rio Grande do Sul,South,-30.049339,-51.199142,$70.00
3237,apartment,Rio Grande do Sul,South,-30.03809,-51.20953,$69.00
3238,apartment,Rio Grande do Sul,South,-30.119474,-51.250092,$111.00
3239,apartment,Rio Grande do Sul,South,-30.024433,-51.203426,$143.00
3240,apartment,Rio Grande do Sul,South,-30.051098,-51.216896,$83.00
3241,apartment,Rio Grande do Sul,South,-29.703987,-53.723953,$63.00
3242,apartment,Rio Grande do Sul,South,-29.7032802,-52.4294344,$201.00
3243,apartment,Rio Grande do Sul,South,-30.018183,-51.155926,$130.00
3244,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,$95.00
3245,house,Rio Grande do Sul,South,-30.039631,-51.119343,
3246,apartment,Rio Grande do Sul,South,-30.05295,-51.227242,$69.00
3247,apartment,Rio Grande do Sul,South,-30.107187,-51.238651,$91.00
3248,apartment,Rio Grande do Sul,South,-30.106045,-51.23962,$68.00
3249,apartment,Rio Grande do Sul,South,-29.6977831,-53.8034953,$84.00
3250,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,$69.00
3251,apartment,Rio Grande do Sul,South,-29.975916,-51.193546,$63.00
3252,apartment,Rio Grande do Sul,South,-30.035332,-51.135017,$74.00
3253,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,$94.00
3254,apartment,Rio Grande do Sul,South,-30.02082459,-51.20220777,$71.00
3255,apartment,Rio Grande do Sul,South,-30.011225,-51.17012,
3256,apartment,Rio Grande do Sul,South,-29.6981289,-53.8037744,$81.00
3257,apartment,Rio Grande do Sul,South,-30.045439,-51.203999,$73.00
3258,apartment,Rio Grande do Sul,South,-29.70432601,-53.71877652,$84.00
3259,apartment,Rio Grande do Sul,South,-30.045994,-51.18853,$87.00
3260,apartment,Rio Grande do Sul,South,-30.04143,-51.186394,$80.00
3261,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,$107.00
3262,apartment,Rio Grande do Sul,South,-30.038136,-51.188606,$65.00
3263,apartment,Rio Grande do Sul,South,-29.6853867,-53.8011327,$128.00
3264,apartment,Rio Grande do Sul,South,-29.815346,-50.070118,$86.00
3265,apartment,Rio Grande do Sul,South,-30.00281,-51.151859,$140.00
3266,apartment,Rio Grande do Sul,South,-29.973013,-51.124569,
3267,house,Rio Grande do Sul,South,-29.69364982,-52.40981623,$176.00
3268,apartment,Rio Grande do Sul,South,-30.046061,-51.225681,$193.00
3269,apartment,Rio Grande do Sul,South,-29.981264,-51.185822,$58.00
3270,apartment,Rio Grande do Sul,South,-30.004568,-51.16246,$54.00
3271,house,Rio Grande do Sul,South,-30.161753,-51.161156,$127.00
3272,apartment,Rio Grande do Sul,South,-30.060946,-51.166382,$69.00
3273,house,Rio Grande do Sul,South,-30.1455686,-51.1662654,$121.00
3274,apartment,Rio Grande do Sul,South,-30.104027,-51.230244,$59.00
3275,apartment,Rio Grande do Sul,South,-30.120537,-51.225018,
3276,apartment,Rio Grande do Sul,South,-30.031996,-51.19252,$149.00
3277,apartment,Rio Grande do Sul,South,-30.031057,-51.154961,$67.00
3278,apartment,Rio Grande do Sul,South,-30.107187,-51.238651,$83.00
3279,apartment,Rio Grande do Sul,South,-29.7004374,-53.814094,$60.00
3280,apartment,Rio Grande do Sul,South,-30.038136,-51.188606,$63.00
3281,apartment,Rio Grande do Sul,South,-30.023415,-51.20953,$84.00
3282,house,Rio Grande do Sul,South,-30.017471,-51.132607,$102.00
3283,house,Rio Grande do Sul,South,-30.005585,-51.150459,$241.00
3284,apartment,Rio Grande do Sul,South,-29.924559,-51.182068,$124.00
3285,apartment,Rio Grande do Sul,South,-30.034742,-51.232037,$93.00
3286,apartment,Rio Grande do Sul,South,-33.692432,-53.462025,$111.00
3287,house,Rio Grande do Sul,South,-29.6945536,-53.76222599,$139.00
3288,apartment,Rio Grande do Sul,South,-29.973013,-51.124569,$111.00
3289,house,Rio Grande do Sul,South,-30.0331147,-51.1565618,$128.00
3290,house,Rio Grande do Sul,South,-29.981264,-51.185822,$69.00
3291,apartment,Rio Grande do Sul,South,-30.031038,-51.217381,
3292,apartment,Rio Grande do Sul,South,-30.094461,-51.221725,$58.00
3293,apartment,Rio Grande do Sul,South,-29.171028,-51.219421,$87.00
3294,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,$83.00
3295,apartment,Rio Grande do Sul,South,-29.6922931,-53.8163917,$104.00
3296,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,$190.00
3297,apartment,Rio Grande do Sul,South,-30.081381,-51.205845,$67.00
3298,apartment,Rio Grande do Sul,South,-30.029697,-51.202991,$169.00
3299,apartment,Rio Grande do Sul,South,-30.072315,-51.196423,$71.00
3300,apartment,Rio Grande do Sul,South,-29.683152,-53.8145169,$56.00
3301,apartment,Rio Grande do Sul,South,-30.088015,-51.237003,$115.00
3302,house,Rio Grande do Sul,South,-30.0953082,-50.9770158,$250.00
3303,house,Rio Grande do Sul,South,-29.8824807,-51.1467379,$121.00
3304,apartment,Rio Grande do Sul,South,-29.94697,-51.081474,$90.00
3305,apartment,Rio Grande do Sul,South,-30.024611,-51.219997,$63.00
3306,apartment,Rio Grande do Sul,South,-30.022842,-51.193993,$135.00
3307,house,Rio Grande do Sul,South,-30.156542,-51.221935,$163.00
3308,apartment,Rio Grande do Sul,South,-30.019669,-51.200359,$169.00
3309,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,$108.00
3310,apartment,Rio Grande do Sul,South,-30.020849,-51.158176,$100.00
3311,house,Rio Grande do Sul,South,-29.77620473,-51.09801292,$70.00
3312,apartment,Rio Grande do Sul,South,-30.050968,-51.202202,$94.00
3313,house,Rio Grande do Sul,South,-30.160482,-51.225506,$123.00
3314,apartment,Rio Grande do Sul,South,-30.031609,-51.166382,$67.00
3315,apartment,Rio Grande do Sul,South,-29.701227,-53.758663,$88.00
3316,house,Rio Grande do Sul,South,-30.096504,-51.240231,$120.00
3317,apartment,Rio Grande do Sul,South,-30.046341,-51.198322,$110.00
3318,apartment,Rio Grande do Sul,South,-30.0481132,-51.1928695,$83.00
3319,apartment,Rio Grande do Sul,South,-30.028957,-51.216175,$171.00
3320,apartment,Rio Grande do Sul,South,-29.7513481,-50.0119857,$60.00
3321,apartment,Rio Grande do Sul,South,-30.018183,-51.155926,$94.00
3322,apartment,Rio Grande do Sul,South,-30.110353,-51.223923,$89.00
3323,house,Rio Grande do Sul,South,-30.1519897,-51.1722142,$199.00
3324,house,Rio Grande do Sul,South,-30.03689,-51.199066,
3325,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,$105.00
3326,house,Rio Grande do Sul,South,-30.090792,-51.223923,
3327,apartment,Rio Grande do Sul,South,-30.026922,-51.211262,$65.00
3328,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,$90.00
3329,apartment,Rio Grande do Sul,South,-29.6989123,-53.8108125,$103.00
3330,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,$105.00
3331,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,$87.00
3332,house,Rio Grande do Sul,South,-29.7117448,-53.8238308,$197.00
3333,apartment,Rio Grande do Sul,South,-30.056164,-51.191223,$88.00
3334,apartment,Rio Grande do Sul,South,-30.049421,-51.162083,$73.00
3335,apartment,Rio Grande do Sul,South,-29.7049749,-53.8101659,
3336,apartment,Rio Grande do Sul,South,-30.030844,-51.234386,$84.00
3337,apartment,Rio Grande do Sul,South,-30.019882,-51.159306,$68.00
3338,apartment,Rio Grande do Sul,South,-30.078871,-51.237934,$131.00
3339,house,Rio Grande do Sul,South,-30.113283,-51.202099,$63.00
3340,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,$68.00
3341,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,$67.00
3342,apartment,Rio Grande do Sul,South,-30.029264,-51.191223,$110.00
3343,apartment,Rio Grande do Sul,South,-29.973013,-51.124569,$69.00
3344,house,Rio Grande do Sul,South,-29.7127534,-53.7862086,$90.00
3345,house,Rio Grande do Sul,South,-30.130329,-51.229183,$178.00
3346,house,Rio Grande do Sul,South,-30.161753,-51.161156,$178.00
3347,apartment,Rio Grande do Sul,South,-30.047504,-51.204636,$60.00
3348,house,Rio Grande do Sul,South,-30.014658,-51.13533,$139.00
3349,apartment,Rio Grande do Sul,South,-30.105785,-51.250889,$133.00
3350,house,Rio Grande do Sul,South,-30.084679,-51.202564,$246.00
3351,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,$66.00
3352,apartment,Rio Grande do Sul,South,-29.33814968,-49.726921,$110.00
3353,house,Rio Grande do Sul,South,-30.005852,-51.1311,
3354,apartment,Rio Grande do Sul,South,-30.049339,-51.199142,
3355,apartment,Rio Grande do Sul,South,-30.039001,-51.18441,$163.00
3356,house,Rio Grande do Sul,South,-30.158951,-51.216072,
3357,apartment,Rio Grande do Sul,South,-29.6980179,-53.81723924,$68.00
3358,apartment,Rio Grande do Sul,South,-30.008984,-51.20121,$66.00
3359,apartment,Rio Grande do Sul,South,-30.056164,-51.191223,$54.00
3360,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,$107.00
3361,apartment,Rio Grande do Sul,South,-29.99622,-51.135017,$82.00
3362,house,Rio Grande do Sul,South,-30.055239,-51.191807,$168.00
3363,house,Rio Grande do Sul,South,-30.005852,-51.1311,$149.00
3364,house,Rio Grande do Sul,South,-30.160891,-51.190681,$130.00
3365,apartment,Rio Grande do Sul,South,-30.012959,-51.192722,$128.00
3366,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,$56.00
3367,apartment,Rio Grande do Sul,South,-30.022408,-51.182068,$197.00
3368,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,$101.00
3369,house,Rio Grande do Sul,South,-30.105619,-51.242771,$199.00
3370,apartment,Rio Grande do Sul,South,-30.107187,-51.238651,$92.00
3371,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,$62.00
3372,house,Rio Grande do Sul,South,-29.99527,-51.116348,$224.00
3373,apartment,Rio Grande do Sul,South,-29.33136,-49.803558,$122.00
3374,apartment,Rio Grande do Sul,South,-30.04974,-51.193836,$93.00
3375,apartment,Rio Grande do Sul,South,-30.03253,-51.190845,$104.00
3376,apartment,Rio Grande do Sul,South,-30.058907,-51.155373,$130.00
3377,apartment,Rio Grande do Sul,South,-29.7024361,-52.4391874,$100.00
3378,apartment,Rio Grande do Sul,South,-30.006578,-51.1507,$80.00
3379,apartment,Rio Grande do Sul,South,-30.022511,-51.161591,$122.00
3380,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,$97.00
3381,apartment,Rio Grande do Sul,South,-29.6913794,-53.8118334,$114.00
3382,house,Rio Grande do Sul,South,-29.7662929,-51.1271982,$223.00
3383,apartment,Rio Grande do Sul,South,-30.101278,-51.237732,$60.00
3384,house,Rio Grande do Sul,South,-30.150076,-51.213417,$198.00
3385,apartment,Rio Grande do Sul,South,-29.975916,-51.193546,$66.00
3386,house,Rio Grande do Sul,South,-30.161716,-51.202991,$166.00
3387,apartment,Rio Grande do Sul,South,-30.075409,-51.168831,$99.00
3388,apartment,Rio Grande do Sul,South,-29.6780617,-53.8093494,$71.00
3389,apartment,Rio Grande do Sul,South,-29.6867291,-53.7973967,$154.00
3390,house,Rio Grande do Sul,South,-30.068159,-51.229153,$228.00
3391,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,$78.00
3392,house,Rio Grande do Sul,South,-30.05175,-51.182068,$213.00
3393,apartment,Rio Grande do Sul,South,-33.692432,-53.462025,$90.00
3394,house,Rio Grande do Sul,South,-29.7650246,-51.1215081,
3395,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,$78.00
3396,apartment,Rio Grande do Sul,South,-30.076696,-51.23962,$100.00
3397,apartment,Rio Grande do Sul,South,-30.015921,-51.13546,$122.00
3398,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,$106.00
3399,house,Rio Grande do Sul,South,-30.088226,-51.069729,$150.00
3400,apartment,Rio Grande do Sul,South,-30.022842,-51.193993,$54.00
3401,apartment,Rio Grande do Sul,South,-30.059706,-51.176842,$71.00
3402,apartment,Rio Grande do Sul,South,-30.113007,-51.219631,$57.00
3403,apartment,Rio Grande do Sul,South,-30.0100611,-51.1724037,$112.00
3404,apartment,Rio Grande do Sul,South,-30.019669,-51.200359,$186.00
3405,apartment,Rio Grande do Sul,South,-30.022842,-51.193993,$74.00
3406,apartment,Rio Grande do Sul,South,-29.33734534,-49.72887365,
3407,apartment,Rio Grande do Sul,South,-30.1589829,-51.1813661,$81.00
3408,apartment,Rio Grande do Sul,South,-30.019232,-51.168354,$154.00
3409,house,Rio Grande do Sul,South,-30.106369,-51.242462,$190.00
3410,apartment,Rio Grande do Sul,South,-30.061272,-51.195316,
3411,house,Rio Grande do Sul,South,-30.084469,-51.212692,$195.00
3412,apartment,Rio Grande do Sul,South,-30.084469,-51.212692,$134.00
3413,apartment,Rio Grande do Sul,South,-30.077648,-51.206123,$108.00
3414,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,$104.00
3415,apartment,Rio Grande do Sul,South,-30.110956,-51.253216,$106.00
3416,apartment,Rio Grande do Sul,South,-30.006578,-51.1507,$82.00
3417,apartment,Rio Grande do Sul,South,-30.088345,-51.2486,$79.00
3418,apartment,Rio Grande do Sul,South,-29.8885065,-51.1666191,$64.00
3419,house,Rio Grande do Sul,South,-29.33136,-49.803558,$120.00
